Name,Ticker,Sector,Industry,Country
HENRY SCHEIN INC,HSIC,Healthcare,Medical Distribution,United States
ARCOSA INC,ACA,Industrials,Engineering & Construction,United States
HEALTHCARE REALTY TRUST INC,HR,Real Estate,REIT - Healthcare Facilities,United States
AAON INC,AAON,Industrials,Building Products & Equipment,United States
AVANTOR INC,AVTR,Healthcare,Medical Instruments & Supplies,United States
VISHAY INTERTECHNOLOGY INC,VSH,Technology,Semiconductors,United States
CNO FINANCIAL GROUP INC,CNO,Financial Services,Insurance - Life,United States
FORTUNE BRANDS INNOVATIONS I,FBIN,Industrials,Building Products & Equipment,United States
ENOVA INTERNATIONAL INC,ENVA,Financial Services,Credit Services,United States
ESSENT GROUP LTD,ESNT,Financial Services,Insurance - Specialty,Bermuda
JBT MAREL CORP,JBTM,Industrials,Specialty Industrial Machinery,United States
LAMB WESTON HOLDINGS INC,LW,Consumer Defensive,Packaged Foods,United States
ERIE INDEMNITY COMPANY CL A,ERIE,Financial Services,Insurance Brokers,United States
TERRENO REALTY CORP,TRNO,Real Estate,REIT - Industrial,United States
REPLIGEN CORP,RGEN,Healthcare,Medical Instruments & Supplies,United States
FNB CORP,FNB,Financial Services,Banks - Regional,United States
VORNADO REALTY TRUST,VNO,Real Estate,REIT - Office,United States
CAVA GROUP INC,CAVA,Consumer Cyclical,Restaurants,United States
MERCURY SYSTEMS INC,MRCY,Industrials,Aerospace & Defense,United States
JACKSON FINANCIAL INC A,JXN,Financial Services,Insurance - Life,United States
CAVCO INDUSTRIES INC,CVCO,Consumer Cyclical,Residential Construction,United States
TRAVEL   LEISURE CO,TNL,Consumer Cyclical,Travel Services,United States
ALASKA AIR GROUP INC,ALK,Industrials,Airlines,United States
FRONTDOOR INC,FTDR,Consumer Cyclical,Personal Services,United States
EASTERN BANKSHARES INC,EBC,Financial Services,Banks - Regional,United States
LINCOLN NATIONAL CORP,LNC,Financial Services,Insurance - Life,United States
PAYCOM SOFTWARE INC,PAYC,Technology,Software - Application,United States
PTC THERAPEUTICS INC,PTCT,Healthcare,Biotechnology,United States
FLOOR + DECOR HOLDINGS INC A,FND,Consumer Cyclical,Home Improvement Retail,United States
INGREDION INC,INGR,Consumer Defensive,Packaged Foods,United States
CAESARS ENTERTAINMENT INC,CZR,Consumer Cyclical,Resorts & Casinos,United States
MOBILITY GLOBAL INC,MBGL,Technology,Information Technology Services,United States
ENPHASE ENERGY INC,ENPH,Technology,Solar,United States
KITE REALTY GROUP TRUST,KRG,Real Estate,REIT - Retail,United States
BANK OZK,OZK,Financial Services,Banks - Regional,United States
SM ENERGY CO,SM,Energy,Oil & Gas E&P,United States
LAZARD INC,LAZ,Financial Services,Capital Markets,United States
WEX INC,WEX,Technology,Software - Infrastructure,United States
BRUKER CORP,BRKR,Healthcare,Medical Devices,United States
CHURCHILL DOWNS INC,CHDN,Consumer Cyclical,Gambling,United States
BOOZ ALLEN HAMILTON HOLDINGS,BAH,Industrials,Consulting Services,United States
ACI WORLDWIDE INC,ACIW,Technology,Software - Infrastructure,United States
GLAUKOS CORP,GKOS,Healthcare,Medical Devices,United States
GXO LOGISTICS INC,GXO,Industrials,Integrated Freight & Logistics,United States
COVISTA INC,CVSA,Consumer Defensive,Education & Training Services,United States
VICTORIA S SECRET + CO,VSXY,Consumer Cyclical,Apparel Retail,United States
RAYONIER INC,RYN,Real Estate,REIT - Specialty,United States
VALLEY NATIONAL BANCORP,VLY,Financial Services,Banks - Regional,United States
ACM RESEARCH INC CLASS A,ACMR,Technology,Semiconductor Equipment & Materials,United States
IES HOLDINGS INC,IESC,Industrials,Engineering & Construction,United States
GENTEX CORP,GNTX,Consumer Cyclical,Auto Parts,United States
TELEFLEX INC,TFX,Healthcare,Medical Instruments & Supplies,United States
CORE + MAIN INC CLASS A,CNM,Industrials,Industrial Distribution,United States
RADIAN GROUP INC,RDN,Financial Services,Insurance - Specialty,United States
MSA SAFETY INC,MSA,Industrials,Security & Protection Services,United States
CASELLA WASTE SYSTEMS INC A,CWST,Industrials,Waste Management,United States
UMB FINANCIAL CORP,UMBF,Financial Services,Banks - Regional,United States
NEWMARKET CORP,NEU,Basic Materials,Specialty Chemicals,United States
WEATHERFORD INTERNATIONAL PL,WFRD,Energy,Oil & Gas Equipment & Services,United States
SCIENCE APPLICATIONS INTE,SAIC,Technology,Information Technology Services,United States
AXCELIS TECHNOLOGIES INC,ACLS,Technology,Semiconductor Equipment & Materials,United States
MERITAGE HOMES CORP,MTH,Consumer Cyclical,Residential Construction,United States
NEXSTAR MEDIA GROUP INC,NXST,Communication Services,Broadcasting,United States
SLM CORP,SLM,Financial Services,Credit Services,United States
GATX CORP,GATX,Industrials,Rental & Leasing Services,United States
SONOCO PRODUCTS CO,SON,Consumer Cyclical,Packaging & Containers,United States
MSC INDUSTRIAL DIRECT CO A,MSM,Industrials,Industrial Distribution,United States
TREX COMPANY INC,TREX,Industrials,Building Products & Equipment,United States
H+R BLOCK INC,HRB,Consumer Cyclical,Personal Services,United States
CHAMPION HOMES INC,SKY,Consumer Cyclical,Residential Construction,United States
NOVANTA INC,NOVT,Technology,Scientific & Technical Instruments,United States
MACERICH CO/THE,MAC,Real Estate,REIT - Retail,United States
BRUNSWICK CORP,BC,Consumer Cyclical,Recreational Vehicles,United States
FIRST BANCORP PUERTO RICO,FBP,Financial Services,Banks - Regional,United States
AXOS FINANCIAL INC,AX,Financial Services,Banks - Regional,United States
SELECTIVE INSURANCE GROUP,SIGI,Financial Services,Insurance - Property & Casualty,United States
UNITED BANKSHARES INC,UBSI,Financial Services,Banks - Regional,United States
ALBERTSONS COS INC   CLASS A,ACI,Consumer Defensive,Grocery Stores,United States
BIO RAD LABORATORIES A,BIO,Healthcare,Medical Devices,United States
UFP INDUSTRIES INC,UFPI,Basic Materials,Lumber & Wood Production,United States
SIRIUS XM HOLDINGS INC,SIRI,Communication Services,Entertainment,United States
VIASAT INC,VSAT,Technology,Communication Equipment,United States
DAVITA INC,DVA,Healthcare,Medical Care Facilities,United States
WESBANCO INC,WSBC,Financial Services,Banks - Regional,United States
ZURN ELKAY WATER SOLUTIONS C,ZWS,Industrials,Pollution & Treatment Controls,United States
VF CORP,VFC,Consumer Cyclical,Apparel Manufacturing,United States
MATADOR RESOURCES CO,MTDR,Energy,Oil & Gas E&P,United States
AEROVIRONMENT INC,AVAV,Industrials,Aerospace & Defense,United States
SENSIENT TECHNOLOGIES CORP,SXT,Basic Materials,Specialty Chemicals,United States
BALCHEM CORP,BCPC,Basic Materials,Specialty Chemicals,United States
ESAB CORP,ESAB,Industrials,Metal Fabrication,United States
ORMAT TECHNOLOGIES INC,ORA,Utilities,Utilities - Renewable,United States
PBF ENERGY INC CLASS A,PBF,Energy,Oil & Gas Refining & Marketing,United States
STANDEX INTERNATIONAL CORP,SXI,Industrials,Specialty Industrial Machinery,United States
WINGSTOP INC,WING,Consumer Cyclical,Restaurants,United States
CNX RESOURCES CORP,CNX,Energy,Oil & Gas E&P,United States
BATH + BODY WORKS INC,BBWI,Consumer Cyclical,Specialty Retail,United States
KB HOME,KBH,Consumer Cyclical,Residential Construction,United States
GATES INDUSTRIAL CORP PLC,GTES,Industrials,Specialty Industrial Machinery,United States
VALVOLINE INC,VVV,Consumer Cyclical,Auto & Truck Dealerships,United States
AMERIS BANCORP,ABCB,Financial Services,Banks - Regional,United States
TEXAS CAPITAL BANCSHARES INC,TCBI,Financial Services,Banks - Regional,United States
VAIL RESORTS INC,MTN,Consumer Cyclical,Resorts & Casinos,United States
ETSY INC,ETSY,Consumer Cyclical,Internet Retail,United States
NEW JERSEY RESOURCES CORP,NJR,Utilities,Utilities - Regulated Gas,United States
STARWOOD PROPERTY TRUST INC,STWD,Real Estate,REIT - Mortgage,United States
RLI CORP,RLI,Financial Services,Insurance - Property & Casualty,United States
AUTONATION INC,AN,Consumer Cyclical,Auto & Truck Dealerships,United States
LOUISIANA PACIFIC CORP,LPX,Industrials,Building Products & Equipment,United States
INSTALLED BUILDING PRODUCTS,IBP,Consumer Cyclical,Residential Construction,United States
ULTRA CLEAN HOLDINGS INC,UCTT,Technology,Semiconductor Equipment & Materials,United States
FEDERATED HERMES INC,FHI,Financial Services,Asset Management,United States
TEREX CORP,TEX,Industrials,Farm & Heavy Construction Machinery,United States
MUELLER WATER PRODUCTS INC A,MWA,Industrials,Specialty Industrial Machinery,United States
GLACIER BANCORP INC,GBCI,Financial Services,Banks - Regional,United States
WILLSCOT HOLDINGS CORP,WSC,Industrials,Rental & Leasing Services,United States
OPENLANE INC,OPLN,Consumer Cyclical,Auto & Truck Dealerships,United States
ASSOCIATED BANC CORP,ASB,Financial Services,Banks - Regional,United States
NICOLET BANKSHARES INC,NIC,Financial Services,Banks - Regional,United States
INDIVIOR PHARMACEUTICALS INC,INDV,Healthcare,Drug Manufacturers - Specialty & Generic,United States
CABOT CORP,CBT,Basic Materials,Specialty Chemicals,United States
PHILLIPS EDISON + COMPANY IN,PECO,Real Estate,REIT - Retail,United States
AAR CORP,AIR,Industrials,Aerospace & Defense,United States
PRIMORIS SERVICES CORP,PRIM,Industrials,Engineering & Construction,United States
FIRST FINL BANKSHARES INC,FFIN,Financial Services,Banks - Regional,United States
EPAM SYSTEMS INC,EPAM,Technology,Information Technology Services,United States
BRINK S CO/THE,BCO,Industrials,Security & Protection Services,United States
LIGAND PHARMACEUTICALS,LGND,Healthcare,Biotechnology,United States
SKYWEST INC,SKYW,Industrials,Airlines,United States
THE CAMPBELL S COMPANY,CPB,Consumer Defensive,Packaged Foods,United States
KBR INC,KBR,Industrials,Engineering & Construction,United States
GENPACT LTD,G,Technology,Information Technology Services,Bermuda
MATERION CORP,MTRN,Basic Materials,Other Industrial Metals & Mining,United States
RUSH STREET INTERACTIVE INC,RSI,Consumer Cyclical,Gambling,United States
BELDEN INC,BDC,Technology,Communication Equipment,United States
MATTEL INC,MAT,Consumer Cyclical,Leisure,United States
SYNAPTICS INC,SYNA,Technology,Semiconductors,United States
FTI CONSULTING INC,FCN,Industrials,Consulting Services,United States
TXNM ENERGY INC,TXNM,Utilities,Utilities - Regulated Electric,United States
PORTLAND GENERAL ELECTRIC CO,POR,Utilities,Utilities - Regulated Electric,United States
UIPATH INC   CLASS A,PATH,Technology,Software - Infrastructure,United States
HOME BANCSHARES INC,HOMB,Financial Services,Banks - Regional,United States
CELSIUS HOLDINGS INC,CELH,Consumer Defensive,Beverages - Non-Alcoholic,United States
SOUTHWEST GAS HOLDINGS INC,SWX,Utilities,Utilities - Regulated Gas,United States
BROWN FORMAN CORP CLASS B,BF-B,Consumer Defensive,Beverages - Wineries & Distilleries,United States
ALLEGRO MICROSYSTEMS INC,ALGM,Technology,Semiconductors,United States
BLACK HILLS CORP,BKH,Utilities,Utilities - Regulated Gas,United States
CATHAY GENERAL BANCORP,CATY,Financial Services,Banks - Regional,United States
MP MATERIALS CORP,MP,Basic Materials,Other Industrial Metals & Mining,United States
CLEVELAND CLIFFS INC,CLF,Basic Materials,Steel,United States
TG THERAPEUTICS INC,TGTX,Healthcare,Biotechnology,United States
AZZ INC,AZZ,Industrials,Specialty Business Services,United States
QUALYS INC,QLYS,Technology,Software - Infrastructure,United States
COUSINS PROPERTIES INC,CUZ,Real Estate,REIT - Office,United States
ABERCROMBIE + FITCH CO CL A,ANF,Consumer Cyclical,Apparel Retail,United States
MURPHY OIL CORP,MUR,Energy,Oil & Gas E&P,United States
VERACYTE INC,VCYT,Healthcare,Diagnostics & Research,United States
MAGNOLIA OIL + GAS CORP   A,MGY,Energy,Oil & Gas E&P,United States
URBAN OUTFITTERS INC,URBN,Consumer Cyclical,Apparel Retail,United States
RESIDEO TECHNOLOGIES INC,REZI,Industrials,Industrial Distribution,United States
BENTLEY SYSTEMS INC CLASS B,BSY,Technology,Software - Application,United States
CELANESE CORP,CE,Basic Materials,Chemicals,United States
POST HOLDINGS INC,POST,Consumer Defensive,Packaged Foods,United States
NOBLE CORP PLC,NE,Energy,Oil & Gas Drilling,United States
PLANET FITNESS INC   CL A,PLNT,Consumer Cyclical,Leisure,United States
CARETRUST REIT INC,CTRE,Real Estate,REIT - Healthcare Facilities,United States
BREAD FINANCIAL HOLDINGS INC,BFH,Financial Services,Credit Services,United States
PVH CORP,PVH,Consumer Cyclical,Apparel Manufacturing,United States
WARBY PARKER INC CLASS A,WRBY,Healthcare,Medical Instruments & Supplies,United States
MOELIS + CO   CLASS A,MC,Financial Services,Capital Markets,United States
GRIFFON CORP,GFF,Industrials,Building Products & Equipment,United States
EXLSERVICE HOLDINGS INC,EXLS,Technology,Information Technology Services,United States
GRAND CANYON EDUCATION INC,LOPE,Consumer Defensive,Education & Training Services,United States
BRADY CORPORATION   CL A,BRC,Industrials,Security & Protection Services,United States
MARKETAXESS HOLDINGS INC,MKTX,Financial Services,Capital Markets,United States
GENWORTH FINANCIAL INC,GNW,Financial Services,Insurance - Life,United States
PAYLOCITY HOLDING CORP,PCTY,Technology,Software - Application,United States
VALARIS LTD,VAL,Energy,Oil & Gas Drilling,Bermuda
RUSH ENTERPRISES INC CL A,RUSHA,Consumer Cyclical,Auto & Truck Dealerships,United States
ELF BEAUTY INC,ELF,Consumer Defensive,Household & Personal Products,United States
DUOLINGO,DUOL,Technology,Software - Application,United States
LIVANOVA PLC,LIVN,Healthcare,Medical Devices,United Kingdom
BADGER METER INC,BMI,Technology,Scientific & Technical Instruments,United States
ENVISTA HOLDINGS CORP,NVST,Healthcare,Medical Instruments & Supplies,United States
CORE NATURAL RESOURCES INC,CNR,Energy,Thermal Coal,United States
KNIFE RIVER CORP,KNF,Basic Materials,Building Materials,United States
MORNINGSTAR INC,MORN,Financial Services,Financial Data & Stock Exchanges,United States
ASSURED GUARANTY LTD,AGO,Financial Services,Insurance - Specialty,Bermuda
FRANKLIN ELECTRIC CO INC,FELE,Industrials,Specialty Industrial Machinery,United States
INTERNATIONAL BANCSHARES CRP,IBOC,Financial Services,Banks - Regional,United States
EPR PROPERTIES,EPR,Real Estate,REIT - Specialty,United States
CROCS INC,CROX,Consumer Cyclical,Footwear & Accessories,United States
SABRA HEALTH CARE REIT INC,SBRA,Real Estate,REIT - Healthcare Facilities,United States
COPT DEFENSE PROPERTIES,CDP,Real Estate,REIT - Office,United States
SIGNET JEWELERS LTD,SIG,Consumer Cyclical,Luxury Goods,Bermuda
BANKUNITED INC,BKU,Financial Services,Banks - Regional,United States
ARCHROCK INC,AROC,Energy,Oil & Gas Equipment & Services,United States
INVENTRUST PROPERTIES CORP,IVT,Real Estate,REIT - Retail,United States
PRICESMART INC,PSMT,Consumer Defensive,Discount Stores,United States
POWER INTEGRATIONS INC,POWI,Technology,Semiconductors,United States
MDU RESOURCES GROUP INC,MDU,Utilities,Utilities - Regulated Gas,United States
STANDARDAERO INC,SARO,Industrials,Aerospace & Defense,United States
PIPER SANDLER COS,PIPR,Financial Services,Capital Markets,United States
GEO GROUP INC/THE,GEO,Industrials,Security & Protection Services,United States
OLLIE S BARGAIN OUTLET HOLDI,OLLI,Consumer Defensive,Discount Stores,United States
BGC GROUP INC A,BGC,Financial Services,Capital Markets,United States
ONE GAS INC,OGS,Utilities,Utilities - Regulated Gas,United States
SERVISFIRST BANCSHARES INC,SFBS,Financial Services,Banks - Regional,United States
HA SUSTAINABLE INFRASTRUCTUR,HASI,Financial Services,Asset Management,United States
CORECIVIC INC,CXW,Industrials,Security & Protection Services,United States
FULTON FINANCIAL CORP,FULT,Financial Services,Banks - Regional,United States
SPIRE INC,SR,Utilities,Utilities - Regulated Gas,United States
ADVANCE AUTO PARTS INC,AAP,Consumer Cyclical,Auto Parts,United States
VONTIER CORP,VNT,Technology,Scientific & Technical Instruments,United States
WSFS FINANCIAL CORP,WSFS,Financial Services,Banks - Regional,United States
INDEPENDENCE REALTY TRUST IN,IRT,Real Estate,REIT - Residential,United States
RYAN SPECIALTY HOLDINGS INC,RYAN,Financial Services,Insurance - Specialty,United States
TANGER INC,SKT,Real Estate,REIT - Retail,United States
GROUP 1 AUTOMOTIVE INC,GPI,Consumer Cyclical,Auto & Truck Dealerships,United States
OCEANEERING INTL INC,OII,Energy,Oil & Gas Equipment & Services,United States
DAVE INC,DAVE,Technology,Software - Application,United States
THOR INDUSTRIES INC,THO,Consumer Cyclical,Recreational Vehicles,United States
DIODES INC,DIOD,Technology,Semiconductors,United States
EXTREME NETWORKS INC,EXTR,Technology,Communication Equipment,United States
UNIFIRST CORP/MA,UNF,Industrials,Specialty Business Services,United States
BRIGHT HORIZONS FAMILY SOLUT,BFAM,Consumer Cyclical,Personal Services,United States
DORMAN PRODUCTS INC,DORM,Consumer Cyclical,Auto Parts,United States
MILLROSE PROPERTIES W/I,MRP,Real Estate,REIT - Residential,United States
PENSKE AUTOMOTIVE GROUP INC,PAG,Consumer Cyclical,Auto & Truck Dealerships,United States
KILROY REALTY CORP,KRC,Real Estate,REIT - Office,United States
GAP INC/THE,GAP,Consumer Cyclical,Apparel Retail,United States
VICTORY CAPITAL HOLDING   A,VCTR,Financial Services,Asset Management,United States
ACADEMY SPORTS + OUTDOORS IN,ASO,Consumer Cyclical,Specialty Retail,United States
HILTON GRAND VACATIONS INC,HGV,Consumer Cyclical,Resorts & Casinos,United States
FIRST HAWAIIAN INC,FHB,Financial Services,Banks - Regional,United States
ATMUS FILTRATION TECHNOLOGIE,ATMU,Consumer Cyclical,Auto Parts,United States
BOX INC   CLASS A,BOX,Technology,Software - Infrastructure,United States
WARNER MUSIC GROUP CORP CL A,WMG,Communication Services,Entertainment,United States
KONTOOR BRANDS INC,KTB,Consumer Cyclical,Apparel Manufacturing,United States
ARCBEST CORP,ARCB,Industrials,Trucking,United States
NORTHWESTERN ENERGY GROUP IN,NWE,Utilities,Utilities - Regulated Electric,United States
CLEARWAY ENERGY INC C,CWEN,Utilities,Utilities - Renewable,United States
DANA INC,DAN,Consumer Cyclical,Auto Parts,United States
YETI HOLDINGS INC,YETI,Consumer Cyclical,Leisure,United States
TELEPHONE AND DATA SYSTEMS,TDS,Communication Services,Telecom Services,United States
REMITLY GLOBAL INC,RELY,Technology,Software - Infrastructure,United States
BROADSTONE NET LEASE INC,BNL,Real Estate,REIT - Diversified,United States
DROPBOX INC CLASS A,DBX,Technology,Software - Infrastructure,United States
IPG PHOTONICS CORP,IPGP,Technology,Semiconductor Equipment & Materials,United States
OTTER TAIL CORP,OTTR,Industrials,Conglomerates,United States
LIBERTY ENERGY INC,LBRT,Energy,Oil & Gas Equipment & Services,United States
EURONET WORLDWIDE INC,EEFT,Technology,Software - Infrastructure,United States
KNOWLES CORP,KN,Technology,Electronic Components,United States
CVB FINANCIAL CORP,CVBF,Financial Services,Banks - Regional,United States
ALIGNMENT HEALTHCARE INC,ALHC,Healthcare,Healthcare Plans,United States
CLEANSPARK INC,CLSK,Financial Services,Capital Markets,United States
OPTION CARE HEALTH INC,OPCH,Healthcare,Medical Care Facilities,United States
OUTFRONT MEDIA INC,OUT,Real Estate,REIT - Specialty,United States
SILGAN HOLDINGS INC,SLGN,Consumer Cyclical,Packaging & Containers,United States
POLARIS INC,PII,Consumer Cyclical,Recreational Vehicles,United States
PHINIA INC,PHIN,Consumer Cyclical,Auto Parts,United States
ROBERT HALF INC,RHI,Industrials,Staffing & Employment Services,United States
UFP TECHNOLOGIES INC,UFPT,Healthcare,Medical Devices,United States
ESSENTIAL PROPERTIES REALTY,EPRT,Real Estate,REIT - Retail,United States
STRIDE INC,LRN,Consumer Defensive,Education & Training Services,United States
ASBURY AUTOMOTIVE GROUP,ABG,Consumer Cyclical,Auto & Truck Dealerships,United States
VERSANT MEDIA GROUP INC,VSNT,Communication Services,Entertainment,United States
SL GREEN REALTY CORP,SLG,Real Estate,REIT - Office,United States
KADANT INC,KAI,Industrials,Specialty Industrial Machinery,United States
CREDIT ACCEPTANCE CORP,CACC,Financial Services,Credit Services,United States
UNIVERSAL DISPLAY CORP,OLED,Technology,Electronic Components,United States
HAEMONETICS CORP/MASS,HAE,Healthcare,Medical Devices,United States
BILL HOLDINGS INC,BILL,Technology,Software - Application,United States
KORN FERRY,KFY,Industrials,Staffing & Employment Services,United States
COMMUNITY FINANCIAL SYSTEM I,CBU,Financial Services,Banks - Regional,United States
TERADATA CORP,TDC,Technology,Software - Infrastructure,United States
PJT PARTNERS INC   A,PJT,Financial Services,Capital Markets,United States
M/I HOMES INC,MHO,Consumer Cyclical,Residential Construction,United States
VEECO INSTRUMENTS INC,VECO,Technology,Semiconductor Equipment & Materials,United States
CINEMARK HOLDINGS INC,CNK,Communication Services,Entertainment,United States
NATL HEALTH INVESTORS INC,NHI,Real Estate,REIT - Healthcare Facilities,United States
ASHLAND INC,ASH,Basic Materials,Specialty Chemicals,United States
FLAGSTAR BANK NA,FLG,Financial Services,Banks - Regional,United States
MERIT MEDICAL SYSTEMS INC,MMSI,Healthcare,Medical Instruments & Supplies,United States
MARRIOTT VACATIONS WORLD,VAC,Consumer Cyclical,Resorts & Casinos,United States
BOOT BARN HOLDINGS INC,BOOT,Consumer Cyclical,Apparel Retail,United States
NEWS CORP   CLASS B,NWS,Communication Services,Entertainment,United States
ATLANTIC UNION BANKSHARES CO,AUB,Financial Services,Banks - Regional,United States
APPLE HOSPITALITY REIT INC,APLE,Real Estate,REIT - Hotel & Motel,United States
CSW INDUSTRIALS INC,CSW,Industrials,Specialty Industrial Machinery,United States
FIRST INTERSTATE BANCSYS A,FIBK,Financial Services,Banks - Regional,United States
APPFOLIO INC   A,APPF,Technology,Software - Application,United States
BANK OF HAWAII CORP,BOH,Financial Services,Banks - Regional,United States
ITRON INC,ITRI,Technology,Scientific & Technical Instruments,United States
OSI SYSTEMS INC,OSIS,Technology,Electronic Components,United States
WD 40 CO,WDFC,Basic Materials,Specialty Chemicals,United States
BRIGHTHOUSE FINANCIAL INC,BHF,Financial Services,Insurance - Life,United States
NATIONAL STORAGE AFFILIATES,NSA,Real Estate,REIT - Industrial,United States
HELMERICH + PAYNE,HP,Energy,Oil & Gas Drilling,United States
FRESHPET INC,FRPT,Consumer Defensive,Packaged Foods,United States
CHEWY INC   CLASS A,CHWY,Consumer Cyclical,Internet Retail,United States
ORGANON + CO,OGN,Healthcare,Drug Manufacturers - General,United States
CHEESECAKE FACTORY INC/THE,CAKE,Consumer Cyclical,Restaurants,United States
CALIFORNIA RESOURCES CORP,CRC,Energy,Oil & Gas E&P,United States
INSIGHT ENTERPRISES INC,NSIT,Technology,Electronics & Computer Distribution,United States
MIRION TECHNOLOGIES INC,MIR,Industrials,Specialty Industrial Machinery,United States
MAXIMUS INC,MMS,Industrials,Specialty Business Services,United States
ADT INC,ADT,Industrials,Security & Protection Services,United States
BANCORP INC/THE,TBBK,Financial Services,Banks - Regional,United States
PARK HOTELS + RESORTS INC,PK,Real Estate,REIT - Hotel & Motel,United States
INDEPENDENT BANK CORP/MA,INDB,Financial Services,Banks - Regional,United States
HIGHWOODS PROPERTIES INC,HIW,Real Estate,REIT - Office,United States
GRAPHIC PACKAGING HOLDING CO,GPK,Consumer Cyclical,Packaging & Containers,United States
BENCHMARK ELECTRONICS INC,BHE,Technology,Electronic Components,United States
ACUSHNET HOLDINGS CORP,GOLF,Consumer Cyclical,Leisure,United States
STEVEN MADDEN LTD,SHOO,Consumer Cyclical,Footwear & Accessories,United States
CHEMOURS CO/THE,CC,Basic Materials,Specialty Chemicals,United States
PEOPLE INC,PPLI,Communication Services,Internet Content & Information,United States
TIDEWATER INC,TDW,Energy,Oil & Gas Equipment & Services,United States
PENN ENTERTAINMENT INC,PENN,Consumer Cyclical,Resorts & Casinos,United States
MARA HOLDINGS INC,MARA,Financial Services,Capital Markets,United States
CACTUS INC   A,WHD,Energy,Oil & Gas Equipment & Services,United States
SHIFT4 PAYMENTS INC CLASS A,FOUR,Technology,Software - Infrastructure,United States
CLEAR SECURE INC  CLASS A,YOU,Technology,Software - Application,United States
DOLBY LABORATORIES INC CL A,DLB,Industrials,Specialty Business Services,United States
ADEIA INC,ADEA,Technology,Software - Application,United States
UNITED COMMUNITY BANKS/GA,UCB,Financial Services,Banks - Regional,United States
INTERNATIONAL SEAWAYS INC,INSW,Energy,Oil & Gas Midstream,United States
H.B. FULLER CO.,FUL,Basic Materials,Specialty Chemicals,United States
WESTERN UNION CO,WU,Financial Services,Credit Services,United States
FIRST FINANCIAL BANCORP,FFBC,Financial Services,Banks - Regional,United States
CATALYST PHARMACEUTICALS INC,CPRX,Healthcare,Biotechnology,United States
KAISER ALUMINUM CORP,KALU,Basic Materials,Aluminum,United States
WARRIOR MET COAL INC,HCC,Basic Materials,Coking Coal,United States
RINGCENTRAL INC CLASS A,RNG,Technology,Software - Application,United States
TRUSTMARK CORP,TRMK,Financial Services,Banks - Regional,United States
CHOICE HOTELS INTL INC,CHH,Consumer Cyclical,Lodging,United States
Q2 HOLDINGS INC,QTWO,Technology,Software - Application,United States
PAR PACIFIC HOLDINGS INC,PARR,Energy,Oil & Gas Refining & Marketing,United States
ACADIA PHARMACEUTICALS INC,ACAD,Healthcare,Biotechnology,United States
NETSCOUT SYSTEMS INC,NTCT,Technology,Software - Infrastructure,United States
CARGURUS INC,CARG,Consumer Cyclical,Auto & Truck Dealerships,United States
GRAHAM HOLDINGS CO CLASS B,GHC,Industrials,Conglomerates,United States
BOYD GAMING CORP,BYD,Consumer Cyclical,Resorts & Casinos,United States
RED ROCK RESORTS INC CLASS A,RRR,Consumer Cyclical,Resorts & Casinos,United States
HARLEY DAVIDSON INC,HOG,Consumer Cyclical,Recreational Vehicles,United States
CAL MAINE FOODS INC,CALM,Consumer Defensive,Farm Products,United States
AVIENT CORP,AVNT,Basic Materials,Specialty Chemicals,United States
AMENTUM HOLDINGS INC,AMTM,Industrials,Specialty Business Services,United States
MERCURY GENERAL CORP,MCY,Financial Services,Insurance - Property & Casualty,United States
INTEGER HOLDINGS CORP,ITGR,Healthcare,Medical Devices,United States
KODIAK GAS SERVICES INC,KGS,Energy,Oil & Gas Equipment & Services,United States
VERSIGENT PLC,VGNT,Consumer Cyclical,Auto Parts,Switzerland
VIPER ENERGY INC CL A,VNOM,Energy,Oil & Gas Midstream,United States
WAFD INC,WAFD,Financial Services,Banks - Regional,United States
EXPONENT INC,EXPO,Industrials,Engineering & Construction,United States
PITNEY BOWES INC,PBI,Industrials,Integrated Freight & Logistics,United States
VITA COCO CO INC/THE,COCO,Consumer Defensive,Beverages - Non-Alcoholic,United States
SOLAREDGE TECHNOLOGIES INC,SEDG,Technology,Solar,Israel
NCR ATLEOS CORP,NATL,Technology,Software - Application,United States
PATHWARD FINANCIAL INC,CASH,Financial Services,Banks - Regional,United States
AMERICAN STATES WATER CO,AWR,Utilities,Utilities - Regulated Water,United States
ENCORE CAPITAL GROUP INC,ECPG,Financial Services,Credit Services,United States
LXP INDUSTRIAL TRUST,LXP,Real Estate,REIT - Industrial,United States
NATIONAL HEALTHCARE CORP,NHC,Healthcare,Medical Care Facilities,United States
HUB GROUP INC CL A,HUBG,Industrials,Integrated Freight & Logistics,United States
PALOMAR HOLDINGS INC,PLMR,Financial Services,Insurance - Property & Casualty,United States
HAWKINS INC,HWKN,Basic Materials,Specialty Chemicals,United States
BLACKSTONE MORTGAGE TRU CL A,BXMT,Real Estate,REIT - Mortgage,United States
BOISE CASCADE CO,BCC,Basic Materials,Lumber & Wood Production,United States
AVISTA CORP,AVA,Utilities,Utilities - Diversified,United States
SEZZLE INC,SEZL,Financial Services,Credit Services,United States
RXO INC,RXO,Industrials,Trucking,United States
SCOTTS MIRACLE GRO CO,SMG,Basic Materials,Agricultural Inputs,United States
MGE ENERGY INC,MGEE,Utilities,Utilities - Regulated Electric,United States
COHU INC,COHU,Technology,Semiconductor Equipment & Materials,United States
VISTEON CORP,VC,Consumer Cyclical,Auto Parts,United States
